id,timestamp,feeTier,poolId,token0,token1,tickLower,tickUpper
"0x04e6dcb0c82efc633a7e11f102a54575e085e5a5ddd89c496918e4fb69919382","1731296375","3000","0xcbcdf9626bc03e24f779434178a73a0b4bad62ed","WBTC","WETH","260400","263820"
"0x5b16df7e08ff40e37b4f11c86ec94bce23a39c881cc76ae9102d403698cbabec","1731296363","3000","0x5d6e061c5c3c700d374b84ae17b70eb9cf531a22","LILY","WETH","-83460","-82920"
"0x06ac0f6ff6c85d66662905e739a95b2f5ad05be164681005b600db52927b4ca7","1731296663","10000","0x9ba3f47fe7f5a12562ba0a4a5645d8bf9ea1dd8e","NEAR","WETH","-202600","-202400"
"0x160dbc9ce19afb9cf38ade016e476c732ad08468635919bc916239e304436009","1731296687","10000","0x05391bd57d8c6fb30d9c39f6618f2207893922dc","WETH","GME","-35000","-34800"
"0x1f0c161f51146611479bac939301ac22157da3eb51717ceb58245819a060591a","1731296675","3000","0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8","USDC","WETH","194400","196920"
"0x61fa84314da12ef4da2f711ed806283754b7e35fd602e1ae6f429e913574d18b","1731296567","10000","0xc45a81bc23a64ea556ab4cdf08a86b61cdceea8b","WETH","TITANX","222200","222400"
"0x12b4a8d91e70100f7468d36458519d6846cb5ea0f9f95cae35dc672729f360d6","1731296759","3000","0x11950d141ecb863f01007add7d1a342041227b58","PEPE","WETH","-195540","-191460"
"0x652cf141e785d07fc7ad03fe1c80cd42ab7fd4ccb3b05c02648ec2748cb9bad1","1731296999","10000","0x318fbee0a0d60e5de7009864632ceda8d77489b8","BEAM","WETH","-122200","-115000"
"0x0118ed85bb4d7a2353aa427168717fb9031b3ce85f3e0767a8287f145dcb1b90","1731297059","3000","0x5ab53ee1d50eef2c1dd3d5402789cd27bb52c1bb","AAVE","WETH","-28860","-26700"
"0x055b60a8b48212b1d57d8dc4de39f3f279375c4bf0b0915266126a47cb270dce","1731297623","10000","0x9ba3f47fe7f5a12562ba0a4a5645d8bf9ea1dd8e","NEAR","WETH","-202600","-202400"
"0x2f666a6e7b7b6548376e1af7ded262fbb2366bc42c345c38954041b34a8d5d7d","1731297659","3000","0x5ab53ee1d50eef2c1dd3d5402789cd27bb52c1bb","AAVE","WETH","-30540","-25500"
"0x4feaf6096c69100f4a45bb31be37589b417f6f6a85c234a2e19353d696052e6a","1731297887","10000","0x494135b53664fb1bf1b4c1744025a346d9c75fc6","B","WETH","-174800","138200"
"0x21a7976fe671f1505bb1e923860743b7d43c0f7584f5535ab4b90795541f1028","1731298067","500","0x4585fe77225b41b697c938b018e2ac67ac5a20c0","WBTC","WETH","262420","263070"
"0x30afbe9d2b35758da0127a054c11452fe382a07e280f6df284b7fc5b6727dc03","1731298187","3000","0xc2e9f25be6257c210d7adf0d4cd6e3e881ba25f8","DAI","WETH","-80700","-80640"
"0x4a40c9d1bb25339d030f1723a4ba2dd418ce0b3dee84486ba0f23b72e5e4b6a4","1731298343","3000","0x2982d3295a0e1a99e6e88ece0e93ffdfc5c761ae","wTAO","WETH","190080","190140"
"0x59acf67db0c4766dfd205be0246076e892085cd1f380c7f8223fac57fba255b9","1731298415","3000","0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801","UNI","WETH","-59940","-55380"
"0x1d17ff6c2e5e03a244b6ed7b654247550ee35298c223a12ca6e11ad59ab4c071","1731298871","10000","0x0c30062368eefb96bf3ade1218e685306b8e89fa","BITCOIN","WETH","137200","137400"
"0x3fb9f4c1ba25c9d3793f24de51b29e05e362bf293430a965afb8f83109b71f21","1731298907","3000","0xe4747b4fe801585e64ee14d17ea7d06383442c63","WETH","ALP","155760","155940"
"0x1debd0e83aa70ca233b94406780791f3a6f04b414b86e2a12d875eefa16ba18b","1731299663","500","0x56534741cd8b152df6d48adf7ac51f75169a83b2","WBTC","USDT","67040","67050"
"0x1debd0e83aa70ca233b94406780791f3a6f04b414b86e2a12d875eefa16ba18b","1731299663","500","0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640","USDC","WETH","195670","195680"
"0x6344e833b34ff136ee46546ccfde2efe690e70664c54d915ff2342a9bcb8b8f8","1731299591","10000","0x7b3ed3a3444144ff526554d5f4aa463d1759f51a","WETH","AXGT","95600","95800"
"0x0e68176f86171615fe1c67aa7a109754be094540a859c8ed7014962a20ad2f12","1731299855","500","0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640","USDC","WETH","195300","197310"
"0x4c877da330b338ae1849e52313fbce7eb89d108a390d3294e4eca3b6228b1871","1731299939","10000","0xc48396f068c62e0192c9f2c1caa7e07bbd15dbc7","FI","WETH","-134400","-127200"
"0x5078e931af2cf8b284c0bc434c7bf3a32f40073de01bb6a76c130039ca82fea0","1731300215","3000","0x3df6bb62348d786a50b635b638ff99d850f98211","CVX","USDC","-269400","-268200"
"0x6326ef449d06f85d87b0a459c53c3b5ea0e4c88742b69087c021d7769510a5a5","1731300107","10000","0xf3cb07a3e57bf69301c3a51d8ac87427c53aa357","HANA","WETH","50400","57000"
"0x32c15fc6f01882a228c6304513af9f1059461a077d17b75aeefa6e88375ca028","1731300395","10000","0xb5bc2a4acb16cb18bfc5f6c74f6b605ece8686e3","MAO","WETH","-197400","-197200"
"0x33051df2693e429b507ce0f25fd0ee68244371fa023a9e9af0261e4ee59d62af","1731300443","10000","0xfeb09c7e130a4b87b27ebd648ec485657b688b34","BYTES","WETH","-68000","-56400"
"0x47757783361f6293e289bfcb4c099379281cce30323fecff4d957372535fc073","1731300539","3000","0x11950d141ecb863f01007add7d1a342041227b58","PEPE","WETH","-197100","-190740"
"0x17658e63018eea46e3c2693e0c49f97b1e2066be2d27ec939e72688575745650","1731300671","10000","0xb5bc2a4acb16cb18bfc5f6c74f6b605ece8686e3","MAO","WETH","-199000","-193800"
"0x40dc9cc95f69317947f4b1e9e18a92fc8983297edb812ef35d2ccdbe201e2aea","1731300863","3000","0x5ab53ee1d50eef2c1dd3d5402789cd27bb52c1bb","AAVE","WETH","-28200","-28140"
"0x4ca178072a06b377a8a951cdbdd1e3f944278552684f247a523c6f4d4bf98f94","1731300647","10000","0x286431024acfab509d5d6beb64066c52e205f460","WETH","ETHC","65400","79200"
"0x63066fccea279662643a8d5a43d1215df2472c24bdb32a20b0701d75b5531f4c","1731300875","3000","0x4e68ccd3e89f51c3074ca5072bbac773960dfa36","WETH","USDT","-196920","-194460"
"0x672ad334850bc41dad0526e53a96b7643033dc79cf57b99053f6fc257dd566db","1731300899","10000","0x9ba3f47fe7f5a12562ba0a4a5645d8bf9ea1dd8e","NEAR","WETH","-202200","-202000"
"0x2c535695704773e66f23c9de9271192b5dc1183e26599348ce0af9a0553ea890","1731300959","100","0xe8f7c89c5efa061e340f2d2f206ec78fd8f7e124","WBTC","cbBTC","-19","-17"
"0x392c0dbf891839be389d2341ba02787b0843f865072d954a5da3595ec5e56609","1731301187","10000","0xe9a3685b01aedafbdfeede070e5b02a0b8042569","wQUIL","USDC","-62200","887200"
"0x62573148fd9577ffffb73258b1f75818f3dcd9433d5cb59b19bac00135b1e825","1731301187","10000","0x25215d9ba4403b3da77ce50606b54577a71b7895","DRAGONX","TITANX","24200","29800"
